Case144,cntr_Manchester_TRY.epw,0,0.776,0.96,0.288,4000,0.01,0.043,0.065,0.876,10,0.0014,0.001,21.2,72,0.75,2.12,20.016
Case145,cntr_Manchester_TRY.epw,0,0.776,0.96,0.15,4000,0.01,0.043,0.065,0.876,10,0.0014,0.001,21.2,72,0.75,2.12,20.016
Case146,cntr_Manchester_TRY.epw,0,0.776,0.96,0.15,4000,0.01,0.043,0.065,0.876,10,0.0014,0.001,26,72,0.75,2.12,20.016
Case147,cntr_Manchester_TRY.epw,0,0.776,0.96,0.15,4000,0.01,0.043,0.065,0.876,10,0.0014,0.001,26,72,0.75,7.28,20.016
Case148,cntr_Manchester_TRY.epw,0,0.776,0.96,0.15,4000,0.01,0.043,0.065,0.876,52,0.0014,0.001,26,72,0.75,7.28,20.016
Case149,cntr_Manchester_TRY.epw,0,0.776,0.96,0.15,4000,0.01,0.043,0.065,0.876,52,0.0014,0.001,26,72,0.75,7.28,5.064
Case150,cntr_Manchester_TRY.epw,0,0.776,0.96,0.15,4000,0.01,0.043,0.032,0.876,52,0.0014,0.001,26,72,0.75,7.28,5.064
Case151,cntr_Manchester_TRY.epw,0,0.776,0.96,0.15,4000,0.025,0.043,0.032,0.876,52,0.0014,0.001,26,72,0.75,7.28,5.064
Case152,cntr_Manchester_TRY.epw,0,0.776,0.564,0.15,4000,0.025,0.043,0.032,0.876,52,0.0014,0.001,26,72,0.75,7.28,5.064
Case153,cntr_Manchester_TRY.epw,0,0.776,0.564,0.15,4000,0.025,0.043,0.032,0.876,52,0.0014,0.001,26,72,0.33,7.28,5.064
Case154,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,1720,0.025,0.043,0.01,0.97,24,0.005,0.0001,22.8,180,0.47,9,15.032
Case155,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,1720,0.025,0.043,0.01,0.97,24,0.005,0.00064,22.8,180,0.47,9,15.032
Case156,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,1720,0.025,0.043,0.043,0.97,24,0.005,0.00064,22.8,180,0.47,9,15.032
Case157,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,1720,0.025,0.043,0.043,0.97,24,0.005,0.00064,22.8,180,0.05,9,15.032
Case158,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,1720,0.025,0.043,0.043,0.97,24,0.005,0.00064,22.8,180,0.05,3.84,15.032
Case159,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,1720,0.025,0.01,0.043,0.97,24,0.005,0.00064,22.8,180,0.05,3.84,15.032
