#,Job_ID,WeatherFile,ModelFile,@@EW_Abs@@,@@RSolar_Abs@@,@@SG_Trans@@,@@cp_w_conc@@,@@G_k@@,@@WIns_k@@,@@RIns_k@@,@@EW_S&V_Abs@@,@@IHG@@,@@V_Rate@@,@@Inf@@,@@C_SP@@,@@Rot@@,@@Glazz@@,@@Rat@@,@@RA@@,Message,Warnings,Errors,Hours,Minutes,Seconds,c0: Total cooling Annual Value [kWh],c1: Peak Total Cooling [W],c2: Sens_Cooling Annual [kWh],c3: [W],c4: [W],c5: [kWh],c6: Calc Des Load [W],c7: User Design Load [W],c8: User Design Load per Area [W/m2],c9: Glazz Ratio[%],c10: Floor Area[m2],c11: Volume [m3],c12: Window Opening Area [m2],c13: Gross Wall Area [m2],c14: North Wall Area [m2],c15: East Wall Area [m2],c16: Peak Total Cooling Time,c17: [time],,,,
439,Case440,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.564,0.38,960,0.01,0.021,0.043,0.688,38,0.005,0.00064,18,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,1,0,0,0,3.52,1349463.84,2384944.82,-1106803.59,-1842960.62,2384944.82,1349464.92,1814769.91,2177723.89,135.46,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,83.93858479,148.3469857,,
440,Case441,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.564,0.38,960,0.01,0.021,0.043,0.688,38,0.005,0.00064,18,180,0.75,2.12,10.048,EnergyPlus Completed Successfully,1,0,0,0,3.53,1331297.8,2345504.92,-1090697.48,-1808337.91,2345504.92,1331298.86,1780973.23,2137167.87,132.93,74.97,16076.8,56268.81,1425.78,1901.89,646.15,304.79,0,0,82.80863107,145.8937674,,
441,Case442,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.564,0.38,960,0.01,0.021,0.043,0.688,38,0.0023,0.00064,18,180,0.75,2.12,10.048,EnergyPlus Completed Successfully,1,0,0,0,3.58,1893377.21,1585642.49,-1657682.29,-1276599.65,1585642.49,1893378.73,1261584.71,1513901.65,94.17,74.97,16076.8,56268.81,1425.78,1901.89,646.15,304.79,0,0,117.7707759,98.6292353,,
442,Case443,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.96,0.15,1720,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.61,0.4,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.56,849682.65,1027850.48,-725063.18,-821562.06,1027850.48,849683.33,811203.91,973444.69,120.14,60.96,8102.4,28358.4,850.3,1394.77,199.25,498.13,0,0,104.8680206,126.8575336,,
443,Case444,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.96,0.15,1720,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,0.4,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.53,835789.32,1005120.29,-712145.38,-802545.42,1005120.29,835789.99,792005.38,950406.46,117.3,18.99,8102.4,28358.4,264.85,1394.77,199.25,498.13,0,0,103.1533027,124.0521685,,
444,Case445,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,1720,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,0.4,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.56,822238.78,996727.18,-699747.89,-795758.58,996727.18,822239.44,784861.02,941833.22,116.24,18.99,8102.4,28358.4,264.85,1394.77,199.25,498.13,0,0,101.4808921,123.016289,,
445,Case446,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,1720,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,3256249.43,3906118.31,-2772339.87,-3119980.95,3906118.31,3256252.03,3076886,3692263.21,115.29,18.99,32025.6,112089.61,526.7,2772.97,396.14,990.35,0,0,101.6764535,121.9686223,,
446,Case447,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,4000,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.53,3280794.06,3910517.66,-2794523.63,-3123931.39,3910517.66,3280796.68,3080823.06,3696987.67,115.44,18.99,32025.6,112089.61,526.7,2772.97,396.14,990.35,0,0,102.4428601,122.1059921,,
447,Case448,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,4000,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,3276269.99,3915586.69,-2790180.45,-3127980.57,3915586.69,3276272.62,3084275.33,3701130.39,115.57,19,32025.6,112089.61,662.01,3485.08,1476.91,265.63,0,0,102.3015959,122.2642726,,
448,Case449,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,4000,0.01,0.01,0.065,0.97,52,0.0041,0.00028,24.4,180,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.6,480444.17,2524070.32,-397517.78,-2015667.6,2524070.32,480444.55,1972156.05,2366587.26,73.9,19,32025.6,112089.61,662.01,3485.08,1476.91,265.63,0,0,15.00187881,78.81414618,,
449,Case450,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,4000,0.01,0.043,0.065,0.97,52,0.0041,0.00028,24.4,180,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.55,481325.39,2526663.59,-398242.74,-2016749,2526663.59,481325.77,1973233.14,2367879.77,73.94,19,32025.6,112089.61,662.01,3485.08,1476.91,265.63,0,0,15.02939492,78.89512109,,
450,Case451,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.288,4000,0.01,0.043,0.065,0.97,52,0.0041,0.00028,24.4,180,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.51,483249.73,2529506.87,-399877.36,-2019499.51,2529506.87,483250.11,1976013.7,2371216.44,74.04,19,32025.6,112089.61,662.01,3485.08,1476.91,265.63,0,0,15.08948248,78.98390257,,
451,Case452,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.288,4000,0.01,0.043,0.065,0.97,52,0.0041,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,486088.47,2537955.59,-402311.85,-2025718.26,2537955.59,486088.86,1983052.56,2379663.08,74.31,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,15.17812219,79.24771402,,
452,Case453,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.01,0.043,0.065,0.97,52,0.0041,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.53,490548.9,2547789.54,-406102.32,-2034208.86,2547789.54,490549.3,1991740.48,2390088.58,74.63,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,15.31739921,79.5547793,,
453,Case454,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.01,0.043,0.065,0.97,52,0.0014,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,1,0,0,0,3.49,2795588.97,1954364.61,-2574472.55,-1647950.29,1954364.61,2795591.21,1631821.27,1958185.52,61.14,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,87.29232146,61.025074,,
454,Case455,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.01,0.043,0.065,0.97,10,0.0014,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.5,4447.09,352196.98,-3393.67,-260378.29,352196.98,4447.09,251432.42,301718.9,9.42,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,0.138860474,10.99735774,,
455,Case456,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.025,0.043,0.065,0.97,10,0.0014,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.52,4505.29,354768.23,-3440.13,-262664.72,354768.23,4505.29,253417.46,304100.95,9.5,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,0.14067777,11.07764507,,
456,Case457,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.025,0.043,0.065,0.97,10,0.0014,0.00082,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.53,5396.88,436968.35,-4114.81,-347208.56,436968.35,5396.88,330803.88,396964.65,12.4,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,0.168517686,13.64434546,,
457,Case458,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.025,0.043,0.032,0.97,10,0.0014,0.00082,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.48,3233.89,339697.59,-2480.77,-295335.19,339697.59,3233.89,275664.56,330797.47,10.33,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,0.10097828,10.60706404,,
458,Case459,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.025,0.043,0.032,0.688,10,0.0014,0.00082,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.48,3153.54,336802.95,-2421.02,-292723.16,336802.95,3153.55,273079.59,327695.51,10.23,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,0.09846935,10.51667884,,
459,Case460,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.696,0.196,200,0.02,0.032,0.021,0.594,24,0.0041,0.001,22.8,72,0.61,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.53,44273.55,612008.67,-36101.08,-475243.49,612008.67,44273.59,461286.54,553543.85,68.32,60.98,8102.4,28358.4,1280.68,2100.31,105.02,945.14,0,0,5.464251333,75.53424541,,
460,Case461,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.696,0.196,200,0.02,0.032,0.021,0.594,24,0.0041,0.001,22.8,180,0.61,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.56,42359.18,596403.13,-34483.55,-464987.38,596403.13,42359.21,450557.61,540669.13,66.73,60.98,8102.4,28358.4,1280.68,2100.31,945.14,105.02,0,0,5.227979364,73.60820621,,
461,Case462,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.696,0.196,200,0.02,0.032,0.054,0.594,24,0.0041,0.001,22.8,180,0.61,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.55,44690,610341.53,-36407.33,-474354.03,610341.53,44690.03,460240.19,552288.23,68.16,60.98,8102.4,28358.4,1280.68,2100.31,945.14,105.02,0,0,5.515649684,75.32848662,,
462,Case463,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.196,200,0.02,0.032,0.054,0.594,24,0.0041,0.001,22.8,180,0.61,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.61,44254.99,608940.28,-36046.69,-472696.78,608940.28,44255.02,458571.84,550286.21,67.92,60.98,8102.4,28358.4,1280.68,2100.31,945.14,105.02,0,0,5.461960654,75.15554404,,
463,Case464,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.196,200,0.02,0.032,0.054,0.594,24,0.0041,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.57,157834.4,2258800.97,-128292.74,-1748089.51,2258800.97,157834.53,1695365.6,2034438.72,63.53,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,4.928382294,70.53110543,,
464,Case465,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.196,200,0.02,0.032,0.054,0.594,24,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.55,250686.37,1517739.75,-205279.44,-1186528.41,1517739.75,250686.57,1159159.95,1390991.94,43.43,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,7.827686913,47.39145402,,
465,Case466,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.196,200,0.02,0.065,0.054,0.594,24,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.51,251800.94,1521172.84,-206218.13,-1189134.11,1521172.84,251801.15,1161797.03,1394156.44,43.53,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,7.862489383,47.49865233,,
466,Case467,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.334,200,0.02,0.065,0.054,0.594,24,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,259254.09,1531112.03,-212450.5,-1199530.75,1531112.03,259254.3,1172126.18,1406551.41,43.92,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,8.095214141,47.80900373,,
467,Case468,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.334,2480,0.02,0.065,0.054,0.594,24,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.5,258949.66,1526898.08,-212021.71,-1193191.36,1526898.08,258949.87,1166173.73,1399408.47,43.7,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,8.085708308,47.67742306,,
468,Case469,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.334,2480,0.02,0.065,0.054,0.594,66,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.49,4883941.47,3004094.41,-4515500.79,-2547624.14,3004094.41,4883945.37,2518748.1,3022497.73,94.38,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,152.50117,93.80290799,,
469,Case470,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.334,2480,0.005,0.065,0.054,0.594,66,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.51,5005750.77,2991657.56,-4635784.6,-2535395.56,2991657.56,5005754.77,2506855.4,3008226.48,93.93,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,156.3046678,93.4145671,,
470,Case471,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.334,2480,0.005,0.065,0.054,0.594,66,0.0014,0.001,22.8,180,0.61,3.84,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.52,5094910.19,2958021.82,-4726852.57,-2506311.88,2958021.82,5094914.27,2479257.88,2975109.46,92.9,60.98,32025.6,112089.6,1886.85,3094.04,1227.39,319.63,0,0,159.0886725,92.36429044,,
471,Case472,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.3,0.334,2480,0.005,0.065,0.054,0.594,66,0.0014,0.001,22.8,180,0.61,3.84,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.51,5007499.82,2918333.32,-4641909,-2470188.25,2918333.32,5007503.82,2442111.05,2930533.26,91.51,60.98,32025.6,112089.6,1886.85,3094.04,1227.39,319.63,0,0,156.3592819,91.12501624,,
472,Case473,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.3,0.334,2480,0.005,0.065,0.054,0.876,66,0.0014,0.001,22.8,180,0.61,3.84,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.46,5012836.4,2919619.71,-4647106.92,-2471296.66,2919619.71,5012840.41,2443220.37,2931864.45,91.55,60.98,32025.6,112089.6,1886.85,3094.04,1227.39,319.63,0,0,156.5259168,91.16518379,,
473,Case474,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.3,0.334,2480,0.005,0.065,0.054,0.876,66,0.0014,0.00046,22.8,180,0.61,3.84,20.016,EnergyPlus Completed Successfully,1,0,0,0,3.5,7075463.05,2717508.94,-6748601.69,-2347178.69,2717508.94,7075468.71,2325234.6,2790281.52,87.13,60.98,32025.6,112089.6,1886.85,3094.04,1227.39,319.63,0,0,220.9314751,84.85427096,,
474,Case475,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.3,0.334,2480,0.005,0.065,0.054,0.876,66,0.0014,0.00046,18,180,0.61,3.84,20.016,EnergyPlus Completed Successfully,2,0,0,0,3.48,1.29E+07,3391085.3,-1.25E+07,-2952512.64,3391085.3,1.29E+07,2933479.65,3520175.58,109.92,60.98,32025.6,112089.6,1886.85,3094.04,1227.39,319.63,0,0,402.8027578,105.8867063,,
475,Case476,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.3,0.334,2480,0.005,0.065,0.054,0.876,66,0.0014,0.00046,18,180,0.19,3.84,20.016,EnergyPlus Completed Successfully,2,0,0,0,3.48,1.29E+07,3344121.88,-1.24E+07,-2907058.7,3344121.88,1.29E+07,2888866.97,3466640.37,108.25,18.99,32025.6,112089.6,587.71,3094.04,1227.39,319.63,0,0,402.8027578,104.4202725,,
476,Case477,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.432,0.334,3240,0.005,0.032,0.021,0.782,24,0.0014,0.00028,21.2,108,0.05,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.5,397427.17,685788.36,-334040.83,-546689.52,685788.36,397427.48,537513.75,645016.5,40.12,5,16076.8,56268.8,136.14,2723.72,164.48,1197.38,0,0,24.72053954,42.65701881,,
477,Case478,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.432,0.334,960,0.005,0.032,0.021,0.782,24,0.0014,0.00028,21.2,108,0.05,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.57,398251.19,688627.39,-334857.17,-548973.42,688627.39,398251.51,539842.79,647811.35,40.29,5,16076.8,56268.8,136.14,2723.72,164.48,1197.38,0,0,24.77179476,42.83361054,,
478,Case479,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.005,0.032,0.021,0.782,24,0.0014,0.00028,21.2,108,0.05,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.53,395552.35,687020.81,-332485.76,-547635.15,687020.81,395552.67,538498.86,646198.63,40.19,5,16076.8,56268.8,136.14,2723.72,164.48,1197.38,0,0,24.60392304,42.73367897,,
479,Case480,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.005,0.032,0.021,0.782,24,0.0041,0.00028,21.2,108,0.05,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.52,178210.73,1195497.99,-142742.11,-911711.12,1195497.99,178210.88,889585.69,1067502.83,66.4,5,16076.8,56268.8,136.14,2723.72,164.48,1197.38,0,0,11.0849628,74.36168827,,
480,Case481,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.005,0.032,0.021,0.782,24,0.0041,0.00028,21.2,108,0.05,2.12,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.48,177533.44,1188379.52,-142185.34,-907169.68,1188379.52,177533.59,885083.84,1062100.61,66.06,5,16076.8,56268.81,95.05,1901.89,304.79,646.15,0,0,11.04283439,73.91890924,,
481,Case482,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.02,0.032,0.021,0.782,24,0.0041,0.00028,21.2,108,0.05,2.12,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.54,177563,1189544.15,-142213.39,-908009.39,1189544.15,177563.14,885903.53,1063084.23,66.13,5,16076.8,56268.81,95.05,1901.89,304.79,646.15,0,0,11.04467307,73.99135089,,
482,Case483,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.02,0.032,0.021,0.782,24,0.0041,0.00028,21.2,108,0.47,2.12,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.51,194071.83,1229478.83,-155855.91,-946108.65,1229478.83,194071.99,923813.47,1108576.17,68.96,46.98,16076.8,56268.81,893.49,1901.89,304.79,646.15,0,0,12.07154595,76.47534522,,
483,Case484,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.02,0.032,0.021,0.782,66,0.0041,0.00028,21.2,108,0.47,2.12,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.53,1765634.26,1989165.84,-1530364.7,-1623811.13,1989165.84,1765635.67,1600723.64,1920868.37,119.48,46.98,16076.8,56268.81,893.49,1901.89,304.79,646.15,0,0,109.8249813,123.728966,,
484,Case485,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.02,0.032,0.021,0.782,66,0.0041,0.00028,21.2,108,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.51,4391800.59,4900205.24,-3807005.43,-3997060.92,4900205.24,4391804.1,3939920.89,4727905.06,118.2,46.99,40000,139999.99,1409.58,2999.95,480.76,1019.22,0,0,109.7950148,122.505131,,
485,Case486,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.02,0.032,0.021,0.782,66,0.0041,0.00082,21.2,108,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.54,3756172.18,5183635.35,-3202616.63,-4192987.11,5183635.35,3756175.19,4129005.62,4954806.74,123.87,46.99,40000,139999.99,1409.58,2999.95,480.76,1019.22,0,0,93.9043045,129.5908838,,
486,Case487,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.334,960,0.02,0.065,0.021,0.782,66,0.0041,0.00082,21.2,108,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.5,3757392.21,5186645.32,-3203619.88,-4194924.96,5186645.32,3757395.22,4130956.13,4957147.36,123.93,46.99,40000,139999.99,1409.58,2999.95,480.76,1019.22,0,0,93.93480525,129.666133,,
487,Case488,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.828,0.334,960,0.02,0.065,0.021,0.782,66,0.0041,0.00082,21.2,108,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.49,3783618.91,5198945.33,-3227057.08,-4205290.68,5198945.33,3783621.94,4141346.22,4969615.46,124.24,46.99,40000,139999.99,1409.58,2999.95,480.76,1019.22,0,0,94.59047275,129.9736333,,
488,Case489,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.828,0.334,960,0.02,0.065,0.021,0.5,66,0.0041,0.00082,21.2,108,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.54,3778954.5,5196570.58,-3222862.72,-4203348.41,5196570.58,3778957.52,4139401.17,4967281.4,124.18,46.99,40000,139999.99,1409.58,2999.95,480.76,1019.22,0,0,94.4738625,129.9142645,,
489,Case490,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.828,0.334,960,0.02,0.065,0.021,0.5,66,0.0041,0.00082,21.2,0,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.61,3774729.24,5194555.61,-3219078.65,-4202256.06,5194555.61,3774732.26,4137808.03,4965369.64,124.13,46.99,40000,139999.99,1409.58,2999.95,1019.22,480.76,0,0,94.368231,129.8638903,,
490,Case491,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.828,0.196,960,0.02,0.065,0.021,0.5,66,0.0041,0.00082,21.2,0,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.58,3764549.72,5189031.47,-3209709.64,-4196546.77,5189031.47,3764552.74,4132060.65,4958472.78,123.96,46.99,40000,139999.99,1409.58,2999.95,1019.22,480.76,0,0,94.113743,129.7257868,,
491,Case492,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.828,0.196,960,0.02,0.065,0.021,0.5,66,0.0041,0.00082,26,0,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.58,504504.5,3210803.81,-421393.61,-2636662.97,3210803.81,504504.9,2570165.46,3084198.55,77.1,46.99,40000,139999.99,1409.58,2999.95,1019.22,480.76,0,0,12.6126125,80.27009525,,
492,Case493,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.828,0.196,960,0.02,0.065,0.054,0.5,66,0.0041,0.00082,26,0,0.47,2.12,25,EnergyPlus Completed Successfully,0,0,0,0,3.56,525368.67,3317933.28,-439482.02,-2701873.88,3317933.28,525369.09,2639376.96,3167252.35,79.18,46.99,40000,139999.99,1409.58,2999.95,1019.22,480.76,0,0,13.13421675,82.948332,,
493,Case494,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.564,0.196,960,0.01,0.054,0.01,0.594,52,0.0005,0.0001,18,180,0.33,7.28,20.016,EnergyPlus Completed Successfully,2,0,0,0,3.57,1.28E+07,2105498.15,-1.26E+07,-1957035.02,2105498.15,1.28E+07,1950135.01,2340162.01,73.07,32.99,32025.6,112089.61,1268.32,3844.25,1689.98,232.14,0,0,399.6802558,65.74422181,,
494,Case495,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.564,0.196,960,0.01,0.054,0.01,0.594,52,0.0005,0.0001,18,180,0.75,7.28,20.016,EnergyPlus Completed Successfully,2,0,0,0,3.54,1.28E+07,2162190.16,-1.26E+07,-2014275.79,2162190.16,1.28E+07,2007483.21,2408979.86,75.22,74.98,32025.6,112089.61,2882.56,3844.25,1689.98,232.14,0,0,399.6802558,67.51443096,,
495,Case496,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.564,0.334,960,0.01,0.054,0.01,0.594,52,0.0005,0.0001,18,180,0.75,7.28,20.016,EnergyPlus Completed Successfully,2,0,0,0,3.53,1.28E+07,2172839.57,-1.26E+07,-2025367.7,2172839.57,1.28E+07,2018583.72,2422300.47,75.64,74.98,32025.6,112089.61,2882.56,3844.25,1689.98,232.14,0,0,399.6802558,67.846959,,
496,Case497,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.564,0.334,960,0.01,0.054,0.01,0.594,52,0.0005,0.0001,18,180,0.75,7.28,20.016,EnergyPlus Completed Successfully,2,0,0,0,3.56,1.28E+07,2171883.59,-1.26E+07,-2024662.85,2171883.59,1.28E+07,2017878.34,2421454.01,75.61,74.98,32025.6,112089.61,2882.56,3844.25,1689.98,232.14,0,0,399.6802558,67.8171085,,
497,Case498,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.564,0.334,960,0.01,0.054,0.01,0.594,10,0.0005,0.0001,18,180,0.75,7.28,20.016,EnergyPlus Completed Successfully,1,0,0,0,3.52,1229271.72,810669.55,-1119482.32,-679588.64,810669.55,1229272.7,672864.11,807436.93,25.21,74.98,32025.6,112089.61,2882.56,3844.25,1689.98,232.14,0,0,38.38403402,25.3131729,,
