#,Job_ID,WeatherFile,ModelFile,@@EW_Abs@@,@@RSolar_Abs@@,@@SG_Trans@@,@@cp_w_conc@@,@@G_k@@,@@WIns_k@@,@@RIns_k@@,@@EW_S&V_Abs@@,@@IHG@@,@@V_Rate@@,@@Inf@@,@@C_SP@@,@@Rot@@,@@Glazz@@,@@Rat@@,@@RA@@,Message,Warnings,Errors,Hours,Minutes,Seconds,c0: Total cooling Annual Value [kWh],c1: Peak Total Cooling [W],c2: Sens_Cooling Annual [kWh],c3: [W],c4: [W],c5: [kWh],c6: Calc Des Load [W],c7: User Design Load [W],c8: User Design Load per Area [W/m2],c9: Glazz Ratio[%],c10: Floor Area[m2],c11: Volume [m3],c12: Window Opening Area [m2],c13: Gross Wall Area [m2],c14: North Wall Area [m2],c15: East Wall Area [m2],c16: Peak Total Cooling Time,c17: [time],,,,
2195,Case2196,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.196,4000,0.015,0.032,0.01,0.594,52,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.62,57516.42,27231.99,-47072.03,-18851.71,27231.99,57516.46,18814.81,22577.77,176.39,32.84,128,448,57.57,175.31,25.04,62.61,0,0,449.3470313,212.7499219,,
2196,Case2197,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.196,4000,0.015,0.032,0.043,0.594,52,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.58,57892.67,27306.17,-47390.06,-19077.39,27306.17,57892.72,19039.45,22847.35,178.49,32.84,128,448,57.57,175.31,25.04,62.61,0,0,452.2864844,213.3294531,,
2197,Case2198,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,4000,0.015,0.032,0.043,0.594,52,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.58,57538.4,27249.42,-47064.55,-18971.03,27249.42,57538.44,18934.12,22720.94,177.51,32.84,128,448,57.57,175.31,25.04,62.61,0,0,449.51875,212.8860938,,
2198,Case2199,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.032,0.043,0.594,52,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.6,57311.85,27252.4,-46860.69,-19024.23,27252.4,57311.89,18986.4,22783.68,178,32.84,128,448,57.57,175.31,25.04,62.61,0,0,447.7488281,212.909375,,
2199,Case2200,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.032,0.043,0.594,10,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.55,21772.9,21365.78,-15782.47,-13649.76,21365.78,21772.92,13611.39,16333.67,127.61,32.84,128,448,57.57,175.31,25.04,62.61,0,0,170.1007813,166.9201563,,
2200,Case2201,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.032,0.043,0.594,10,0.0023,0.001,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.53,25130.12,27218.33,-17802.06,-16517.09,27218.33,25130.14,16469.82,19763.79,154.4,32.84,128,448,57.57,175.31,25.04,62.61,0,0,196.3290625,212.6432031,,
2201,Case2202,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.0023,0.001,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.51,25754.73,27495.51,-18281.8,-16772.94,27495.51,25754.75,16725.45,20070.54,156.8,32.84,128,448,57.57,175.31,25.04,62.61,0,0,201.2088281,214.8086719,,
2202,Case2203,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.0023,0.001,22.8,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.56,6610.21,18589.6,-4606.41,-11145.52,18589.6,6610.22,11071.75,13286.1,103.8,32.84,128,448,57.57,175.31,25.04,62.61,0,0,51.64226563,145.23125,,
2203,Case2204,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.0023,0.001,22.8,144,0.33,5.56,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.58,7561.52,21043.4,-5282.81,-12195.68,21043.4,7561.52,11998.7,14398.44,112.49,32.87,128,448,72.43,220.33,93.37,16.79,0,0,59.074375,164.4015625,,
2204,Case2205,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.33,5.56,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.57,9256.06,29048.63,-6373.02,-16345.95,29048.63,9256.07,16112.12,19334.54,151.05,32.87,128,448,72.43,220.33,93.37,16.79,0,0,72.31296875,226.9424219,,
2205,Case2206,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.33,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.51,918246.46,3535357.11,-614431.25,-1902591.17,3535357.11,918247.2,1885751.06,2262901.28,94.09,32.99,24051.19,84179.18,996.38,3020.18,1279.89,230.2,0,0,38.17883689,146.9930224,,
2206,Case2207,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.334,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.33,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.55,923616.75,3541191.73,-618304.67,-1905762.06,3541191.73,923617.49,1888951.14,2266741.37,94.25,32.99,24051.19,84179.18,996.38,3020.18,1279.89,230.2,0,0,38.40212272,147.2356141,,
2207,Case2208,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.432,0.334,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.33,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.54,921565.2,3541245.89,-616832.6,-1905748.94,3541245.89,921565.94,1888951.93,2266742.32,94.25,32.99,24051.19,84179.18,996.38,3020.18,1279.89,230.2,0,0,38.31682341,147.237866,,
2208,Case2209,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.432,0.334,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.75,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.55,980010.55,3621643.63,-659080.5,-1963014.56,3621643.63,980011.33,1944701.48,2333641.77,97.03,74.98,24051.19,84179.18,2264.5,3020.18,1279.89,230.2,0,0,40.74686325,150.580642,,
2209,Case2210,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.432,0.334,1720,0.03,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.75,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.57,986432.49,3638837.98,-663668.3,-1975729.15,3638837.98,986433.28,1957498.62,2348998.34,97.67,74.98,24051.19,84179.18,2264.5,3020.18,1279.89,230.2,0,0,41.01387457,151.2955484,,
2210,Case2211,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.01,0.97,80,0.005,0.0001,22.8,72,0.33,7.28,25,EnergyPlus Completed Successfully,0,0,0,0,3.53,1.29E+07,8734940.88,-1.00E+07,-5451189.88,8734940.88,1.29E+07,5425650.4,6510780.48,162.77,32.99,40000,140000,1417.5,4296.28,259.44,1888.7,0,0,322.5,218.373522,,
2211,Case2212,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.043,0.97,80,0.005,0.0001,22.8,72,0.33,7.28,25,EnergyPlus Completed Successfully,0,0,0,0,3.51,1.31E+07,8773830.31,-1.01E+07,-5526607.44,8773830.31,1.31E+07,5496863.04,6596235.64,164.91,32.99,40000,140000,1417.5,4296.28,259.44,1888.7,0,0,327.5,219.3457578,,
2212,Case2213,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.043,0.97,80,0.005,0.0001,22.8,72,0.75,7.28,25,EnergyPlus Completed Successfully,0,0,0,0,3.54,1.32E+07,8856765.2,-1.02E+07,-5620154,8856765.2,1.32E+07,5590990.92,6709189.1,167.73,74.99,40000,140000,3221.58,4296.28,259.44,1888.7,0,0,330,221.41913,,
2213,Case2214,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.043,0.97,80,0.005,0.0001,22.8,72,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.55,5321864.94,3600166.23,-4131381.11,-2295226.71,3600166.23,5321869.2,2283631.14,2740357.37,170.45,74.98,16076.8,56268.8,2042.16,2723.72,164.48,1197.38,0,0,331.0276261,223.935499,,
2214,Case2215,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.043,0.97,80,0.005,0.0001,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.54,5305223.38,3620022.71,-4117440.28,-2268825.23,3620022.71,5305227.63,2256566.17,2707879.4,168.43,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,329.9924973,225.1706005,,
2215,Case2216,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.021,0.043,0.97,80,0.005,0.0001,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.55,5301531.99,3618690.85,-4114478.12,-2267800.55,3618690.85,5301536.23,2255523.46,2706628.15,168.36,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,329.7628875,225.0877569,,
2216,Case2217,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.38,3240,0.025,0.021,0.043,0.97,80,0.005,0.0001,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.53,5322106.98,3622829.19,-4132654.48,-2270967.1,3622829.19,5322111.24,2258854.2,2710625.04,168.6,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,331.0426814,225.3451676,,
2217,Case2218,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.38,3240,0.025,0.021,0.043,0.97,38,0.005,0.0001,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.57,1857385.8,2759813.63,-1326884.52,-1595923.35,2759813.63,1857387.29,1584653.03,1901583.64,118.28,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,115.5320586,171.6643629,,
2218,Case2219,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.38,3240,0.025,0.021,0.043,0.97,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.57,1850669.09,2997865.07,-1312568.83,-1717865.77,2997865.07,1850670.57,1705976.88,2047172.25,127.34,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,115.1142696,186.4715037,,
2219,Case2220,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.96,0.38,3240,0.025,0.021,0.043,0.97,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.59,1845677.82,2997529.2,-1308776.87,-1717362.65,2997529.2,1845679.29,1705461.7,2046554.04,127.3,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,114.8038055,186.4506121,,
2220,Case2221,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.96,0.38,3240,0.01,0.021,0.043,0.97,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.58,1840143.09,2981753.34,-1304501.82,-1705080.72,2981753.34,1840144.56,1692877,2031452.4,126.36,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,114.4595373,185.469331,,
2221,Case2222,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.96,0.38,3240,0.01,0.021,0.043,0.688,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.57,1839438.69,2981516.33,-1303975.4,-1704917.36,2981516.33,1839440.16,1692706.43,2031247.71,126.35,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,114.4157227,185.4545886,,
2222,Case2223,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.96,0.38,960,0.01,0.021,0.043,0.688,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.59,1843659.86,2986458.09,-1307809.71,-1706863.64,2986458.09,1843661.33,1694472.1,2033366.52,126.48,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,114.6782855,185.7619732,,
2223,Case2224,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.564,0.38,960,0.01,0.021,0.043,0.688,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.59,1820823.37,2981513.79,-1290546.92,-1700621.58,2981513.79,1820824.82,1687269.7,2024723.64,125.94,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,113.2578231,185.4544306,,
2224,Case2225,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.564,0.38,960,0.01,0.021,0.043,0.688,38,0.005,0.00064,18,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,1,0,0,0,3.54,5303881.54,4145993.29,-3874052.3,-2344842.85,4145993.29,5303885.78,2334808.32,2801769.98,174.27,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,329.9090329,257.8867243,,
2225,Case2226,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.564,0.38,960,0.01,0.021,0.043,0.688,38,0.005,0.00064,18,180,0.75,2.12,10.048,EnergyPlus Completed Successfully,1,0,0,0,3.52,5246910.37,4077988.17,-3828782.57,-2310461.72,4077988.17,5246914.57,2303400.97,2764081.17,171.93,74.97,16076.8,56268.81,1425.78,1901.89,646.15,304.79,0,0,326.3653445,253.6567084,,
2226,Case2227,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.564,0.38,960,0.01,0.021,0.043,0.688,38,0.0023,0.00064,18,180,0.75,2.12,10.048,EnergyPlus Completed Successfully,1,0,0,0,3.53,4877119.5,2525879.37,-3851749.51,-1550582.86,2525879.37,4877123.4,1545675.2,1854810.23,115.37,74.97,16076.8,56268.81,1425.78,1901.89,646.15,304.79,0,0,303.3638224,157.1133167,,
2227,Case2228,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.96,0.15,1720,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.61,0.4,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.59,2668479.77,1673219.54,-2049283.52,-1031324.75,1673219.54,2668481.9,1026960.67,1232352.8,152.1,60.96,8102.4,28358.4,850.3,1394.77,199.25,498.13,0,0,329.3443634,206.5091257,,
2228,Case2229,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.96,0.15,1720,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,0.4,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.61,2639148.81,1653833.82,-2023929.67,-1004413.92,1653833.82,2639150.92,1000150.78,1200180.93,148.13,18.99,8102.4,28358.4,264.85,1394.77,199.25,498.13,0,0,325.7243298,204.1165358,,
2229,Case2230,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,1720,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,0.4,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.56,2620008.16,1650475.96,-2007254.85,-997872.86,1650475.96,2620010.26,993837.17,1192604.6,147.19,18.99,8102.4,28358.4,264.85,1394.77,199.25,498.13,0,0,323.3619866,203.702108,,
2230,Case2231,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,1720,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,1.03E+07,6478532.27,-7920174.7,-3905999.59,6478532.27,1.03E+07,3890129.11,4668154.93,145.76,18.99,32025.6,112089.61,526.7,2772.97,396.14,990.35,0,0,321.6177058,202.2922996,,
2231,Case2232,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,4000,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.53,1.04E+07,6484279.55,-7957979.13,-3909682.74,6484279.55,1.04E+07,3893965.18,4672758.21,145.91,18.99,32025.6,112089.61,526.7,2772.97,396.14,990.35,0,0,324.7402078,202.4717585,,
2232,Case2233,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,4000,0.01,0.01,0.065,0.97,52,0.0041,0.00028,19.6,180,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,1.04E+07,6500743.88,-7958164.04,-3910568.4,6500743.88,1.04E+07,3895727.02,4674872.42,145.97,19,32025.6,112089.61,662.01,3485.08,1476.91,265.63,0,0,324.7402078,202.9858576,,
2233,Case2234,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,4000,0.01,0.01,0.065,0.97,52,0.0041,0.00028,24.4,180,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.56,3722493.07,4708508.35,-2724274.39,-2866325.9,4708508.35,3722496.05,2845005.98,3414007.18,106.6,19,32025.6,112089.61,662.01,3485.08,1476.91,265.63,0,0,116.2349205,147.0232673,,
2234,Case2235,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.15,4000,0.01,0.043,0.065,0.97,52,0.0041,0.00028,24.4,180,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.59,3737174.78,4717000.53,-2735350.87,-2872363.72,4717000.53,3737177.77,2851046.64,3421255.97,106.83,19,32025.6,112089.61,662.01,3485.08,1476.91,265.63,0,0,116.6933572,147.2884358,,
2235,Case2236,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.288,4000,0.01,0.043,0.065,0.97,52,0.0041,0.00028,24.4,180,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.53,3742719.5,4719841.51,-2739825.62,-2874548.02,4719841.51,3742722.49,2853328.08,3423993.69,106.91,19,32025.6,112089.61,662.01,3485.08,1476.91,265.63,0,0,116.8664912,147.3771455,,
2236,Case2237,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.288,4000,0.01,0.043,0.065,0.97,52,0.0041,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.55,3751840.16,4713717.18,-2747078.64,-2890405.04,4713717.18,3751843.16,2867681.01,3441217.22,107.45,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,117.151284,147.1859131,,
2237,Case2238,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.01,0.043,0.065,0.97,52,0.0041,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.58,3764447.64,4713981.07,-2757159.85,-2891807.25,4713981.07,3764450.65,2868986.09,3442783.31,107.5,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,117.5449528,147.1941531,,
2238,Case2239,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.01,0.043,0.065,0.97,52,0.0014,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,1,0,0,0,3.53,6569571.74,2877604.07,-5519734.59,-2011306.15,2877604.07,6569577,1996984.01,2396380.81,74.83,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,205.1350089,89.85324459,,
2239,Case2240,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.01,0.043,0.065,0.97,10,0.0014,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,184509.73,1162505.76,-123268.55,-662728.04,1162505.76,184509.87,651568.95,781882.74,24.41,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,5.761320006,36.29926559,,
2240,Case2241,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.025,0.043,0.065,0.97,10,0.0014,0.00028,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.49,186396.61,1170664.01,-124592.92,-668202.37,1170664.01,186396.76,657011.95,788414.34,24.62,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,5.820237872,36.55400711,,
2241,Case2242,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.025,0.043,0.065,0.97,10,0.0014,0.00082,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,238428.1,1537039.37,-159022.85,-862790.36,1537039.37,238428.29,849734.92,1019681.9,31.84,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,7.444922187,47.99408504,,
2242,Case2243,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.025,0.043,0.032,0.97,10,0.0014,0.00082,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.51,198936.47,1463372.53,-131234.45,-789668.67,1463372.53,198936.63,779592.02,935510.43,29.21,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,6.211795251,45.69383649,,
2243,Case2244,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.288,4000,0.025,0.043,0.032,0.688,10,0.0014,0.00082,24.4,72,0.19,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.5,196610.33,1459031.21,-129629.43,-786831.73,1459031.21,196610.49,776767.89,932121.47,29.11,19,32025.6,112089.61,662.01,3485.08,265.63,1476.91,0,0,6.139161483,45.55827869,,
2244,Case2245,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.696,0.196,200,0.02,0.032,0.021,0.594,24,0.0041,0.001,22.8,72,0.61,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.64,575327.85,1273940.71,-400198.99,-732962.52,1273940.71,575328.31,728240.72,873888.86,107.86,60.98,8102.4,28358.4,1280.68,2100.31,105.02,945.14,0,0,71.00709049,157.2300442,,
2245,Case2246,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.696,0.196,200,0.02,0.032,0.021,0.594,24,0.0041,0.001,22.8,180,0.61,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.58,567540.64,1289766.73,-394188.35,-714791.47,1289766.73,567541.1,706176.16,847411.4,104.59,60.98,8102.4,28358.4,1280.68,2100.31,945.14,105.02,0,0,70.04599131,159.1832951,,
2246,Case2247,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.696,0.196,200,0.02,0.032,0.054,0.594,24,0.0041,0.001,22.8,180,0.61,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.56,584138.51,1293513.34,-406369.69,-723281.77,1293513.34,584138.98,717014.61,860417.53,106.19,60.98,8102.4,28358.4,1280.68,2100.31,945.14,105.02,0,0,72.0945041,159.6457025,,
2247,Case2248,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.196,200,0.02,0.032,0.054,0.594,24,0.0041,0.001,22.8,180,0.61,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.53,582134.63,1293492.05,-404867.83,-723082.19,1293492.05,582135.1,716799.26,860159.11,106.16,60.98,8102.4,28358.4,1280.68,2100.31,945.14,105.02,0,0,71.84718478,159.6430749,,
2248,Case2249,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.196,200,0.02,0.032,0.054,0.594,24,0.0041,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.53,2162430.37,4848737.08,-1497897.42,-2713584.82,4848737.08,2162432.1,2693977.92,3232773.51,100.94,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,67.52193152,151.4019122,,
2249,Case2250,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.196,200,0.02,0.032,0.054,0.594,24,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,2024608.45,2842053.21,-1456250.62,-1674979.85,2842053.21,2024610.07,1661883.66,1994260.39,62.27,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,63.21843931,88.74316828,,
2250,Case2251,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.196,200,0.02,0.065,0.054,0.594,24,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.57,2030317.43,2845614.25,-1460705.55,-1679346.29,2845614.25,2030319.05,1666332.12,1999598.55,62.44,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,63.39670233,88.85436182,,
2251,Case2252,2080_Manchester_a1b_90_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.696,0.334,200,0.02,0.065,0.054,0.594,24,0.0014,0.001,22.8,180,0.61,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.55,2051127.7,2857770.64,-1477366.67,-1687309.24,2857770.64,2051129.34,1673755.12,2008506.15,62.72,60.99,32025.6,112089.59,2546.64,4175.66,1879.05,208.78,0,0,64.04650342,89.23394534,,
